step,price,volume,anomaly
470,86.89655768544009,6505,False
471,86.191955909019,19446,False
472,85.70314970682715,19173,False
473,86.02139897753347,8233,False
474,87.09326125555114,16300,False
475,91.47798742572195,34208,True
476,88.36459443178384,16101,False
477,86.3693277091817,12110,False
478,86.3802784144298,9933,False
479,90.9866566180454,3432,False
480,91.39350914754031,13437,False
481,94.05114689334094,7100,False
482,111.183744926715,35840,True
483,95.324293635375,4670,False
484,95.2160987256126,19655,False
485,94.89214018766485,2962,False
486,93.42427659733988,16171,False
487,86.13616019592222,104736,True
488,92.64050968578256,1590,False
489,93.8819573566816,12197,False
490,95.94201133989675,11970,False
491,96.6479107303191,7814,False
492,96.09618470504827,13667,False
493,96.97264471415932,8764,False
494,96.3758319588177,9354,False
495,105.76785669807835,45990,True
496,94.66442647230477,16212,False
497,94.03115258324836,13029,False
498,90.36074152643351,8201,False
499,87.69884078385324,18608,False
500,90.12394827531797,16239,False
501,91.75203124084959,18722,False
502,73.25883410284379,104153,True
503,87.76387344337176,8438,False
504,82.71156003343908,15685,False
505,81.8173615399185,7255,False
506,85.87543062598169,6147,False
507,86.62560577218267,9569,False
508,85.66154468802559,19416,False
509,86.46205169906554,11790,False
510,75.83931392962283,49740,True
511,83.30761609305229,9774,False
512,83.47352570365167,6533,False
513,83.3299068964129,13516,False
514,84.65834054876822,7658,False
515,85.24389818541124,11533,False
516,85.13724649766787,40130,True
517,85.20972860163639,7093,False
518,86.75360038388709,19434,False
519,89.62646636507256,7568,False
520,87.9042074182261,2339,False
521,86.35733589974089,8193,False
522,88.69552553545867,11110,False
523,88.35674707196844,2798,False
524,90.8726423128192,6808,False
525,90.07190330689112,4155,False
526,92.73158974934196,10512,False
527,92.97576844541592,14739,False
528,93.45719101283511,19401,False
529,96.428118209116,8392,False
530,95.73293926680577,17401,False
531,93.94786401707623,5076,False
532,93.10880039936029,15829,False
533,93.95494746943186,11690,False
534,91.0583221245233,15405,False
535,92.22669495098587,15355,False
536,91.23824802436475,11116,False
537,93.35696217392561,5891,False
538,88.99189004685995,10997,False
539,87.60288463374228,16709,False
540,84.69737114984446,19442,False
541,83.30928225997691,18622,False
542,83.72296333034322,4447,False
543,83.42339287731184,12350,False
544,67.43041609691454,20909,True
545,82.73787777356321,13710,False
546,83.07512145038129,19854,False
547,81.4162231980099,1998,False
548,82.57537793660154,13474,False
549,83.67706014282035,18964,False
550,84.32392447254972,17096,False
551,85.26774910782261,8457,False
552,85.77474837450056,2974,False
553,89.33792781113905,18554,False
554,89.18244700984165,18505,False
555,88.63639689758371,12000,False
556,87.31061274585464,19598,False
557,85.52654267724328,1087,False
558,83.4241080285088,12715,False
559,81.95426816786244,1732,False
560,81.83849883430517,18778,False
561,86.26529318861648,27854,True
562,82.47180872561111,18355,False
563,81.21872442718013,11690,False
564,82.69420344828912,2581,False
565,83.92619332450779,1504,False
566,83.65864719043323,7375,False
567,82.57330734430126,15125,False
568,83.48400286767456,3869,False
569,83.7984493239382,17190,False
570,81.40624236842284,5550,False
571,81.2956372312176,10431,False
572,81.72280294709094,4858,False
573,80.26544247018556,9849,False
574,80.57077904320197,9591,False
575,78.2602327770691,1103,False
576,80.37983314445468,11788,False
577,82.41127935189255,15946,False
578,81.99612304437915,18789,False
579,88.48530976140655,43698,True
580,78.70782775096622,17731,False
581,76.90844284717653,17696,False
582,84.00372034783413,59337,True
583,74.83587794113552,8088,False
584,75.91280289396482,17166,False
585,79.00659119789162,11736,False
586,77.6807057225628,12642,True
587,75.8873284143488,6136,False
588,76.24552206657643,13768,False
589,78.742340520002,4051,False
590,76.84062898301353,9259,False
591,77.22430552858187,15723,False
592,80.08913668357295,3845,False
593,77.48660168930908,10435,False
594,78.66673602938431,35574,True
595,74.88933748539303,11193,False
596,74.11365219364487,5573,False
597,75.32799017567274,19342,False
598,75.69294623703804,2457,False
599,73.05303866736216,19308,False
600,73.80997923701192,16045,False
601,72.96232154866078,17257,False
602,74.84595807476667,17178,False
603,73.91238153275275,4564,False
604,72.97727218055708,18690,False
605,73.77136770844504,12291,False
606,74.90564198153281,19280,False
607,75.5799625047619,17684,False
608,73.0744844194181,12012,False
609,73.86506215731403,8114,False
610,72.35277324030508,3228,False
611,72.69403309655806,2921,False
612,70.65328584059773,8404,False
613,71.28679163606994,16408,False
614,70.14602085962498,10601,False
615,68.3694705923678,10153,False
616,66.46928576560805,22576,True
617,69.68852581665347,11723,False
618,68.83801567525083,13123,False
619,70.86521713910892,19660,False
620,70.24342252593202,14858,False
621,70.28854407004107,12537,False
622,70.66759316470325,18291,False
623,69.79719188301348,9074,False
624,57.52902614553756,37528,True
625,69.71025635781504,8029,False
626,69.13870405499722,3427,False
627,71.04884109798063,8934,False
628,69.58547286028373,3446,False
629,66.30731451817914,3249,False
630,68.47844029886214,17742,False
631,72.06046185539998,16100,False
632,71.47874475191608,5203,False
633,68.76283214387108,16916,False
634,68.33716000471367,2309,False
635,67.94708428575014,6403,False
636,67.68947842575507,14415,False
637,66.19884345457395,6772,False
638,66.9706333545726,14879,False
639,67.67686292690568,17612,False
640,65.6840581727262,2255,False
641,66.60903206270629,1455,False
642,69.40048698390706,18860,False
643,69.6395805105219,10888,False
644,69.17133813026301,10623,False
645,68.97516578597026,9809,False
646,69.82915800526887,9238,False
647,67.45348349407344,14112,False
648,67.67562298203099,12015,False
649,67.14918339360116,4104,False
650,69.67720795610661,12906,False
651,69.43491281731143,13698,False
652,71.79017008385456,3158,False
653,70.2227790167941,8157,False
654,71.05242104220123,16019,False
655,71.50775707878859,12755,False
656,70.27562353019981,3591,False
657,70.52539881119347,1761,False
658,72.25657226780542,12043,False
659,71.79016252022811,9772,False
660,69.40148058969544,19259,False
661,69.37710714739393,10922,False
662,68.13618908900551,18698,False
663,67.67126638740706,5072,False
664,67.56093347612355,9499,False
665,65.29509146827729,3652,False
666,63.21892469662983,11910,False
667,63.83138737124,4581,False
668,63.16754624741881,10352,False
669,60.00907337359125,7538,False
670,60.95846035491991,4528,False
671,61.29143126215606,2839,False
672,60.422560477465325,10728,False
673,58.8520077085715,18999,False
674,59.84405567842348,4776,False
675,60.263650992426875,8694,False
676,63.204857972309505,5267,False
677,63.73825532204877,16370,False
678,64.23440686737003,8883,False
679,64.02031411522324,19513,False
680,65.07470765187927,5658,False
681,65.89335899243234,2533,False
682,67.56378823914457,12067,False
683,66.86299694781167,13381,False
684,66.28327180717176,19824,False
685,65.65117452763293,17556,False
686,66.69777044563713,17799,False
687,68.72678553411393,13050,False
688,68.09897793210476,7836,False
689,67.52289531023145,9151,False
690,67.94837832655985,3541,False
691,67.61521587473187,9190,False
692,68.91501767955113,7924,False
693,55.33813420391697,6728,True
694,64.7999266191497,4884,False
695,63.793808759694734,11157,False
696,60.900965229669225,8017,False
697,59.73847320458972,19877,False
698,58.65501817414478,10092,False
699,58.41957603333461,19215,False
700,59.73453671382971,13553,False
701,59.44248132200472,1767,False
702,58.22954489184242,4865,False
703,58.16325391444459,14410,False
704,59.39661580251606,11357,False
705,58.24848452689252,6733,False
706,57.197293322145285,10919,False
707,57.83982526899067,18156,False
708,57.58411996242059,8385,False
709,58.3346658658046,1857,False
710,58.318746417607,6908,False
711,59.142918696656096,18781,False
712,57.93115386962147,15473,False
713,57.917154006238704,16912,False
714,57.673616156337715,18320,False
715,56.28803506254375,3232,False
716,54.55516723336152,6370,False
717,55.30854476933743,2136,False
718,54.92169072022352,1089,False
719,53.810184915032366,16859,False
720,53.706776276631615,18801,False
721,54.932192354597795,3959,False
722,52.48276350184828,14721,False
723,50.935087486033694,11163,False
724,50.00356479587308,2315,False
725,51.486409319731294,18399,False
726,51.778220946064756,17553,False
727,52.57895584015618,11781,False
728,51.39355329010959,14449,False
729,50.255602070645736,8547,False
730,50.707726683411295,16063,False
731,50.766860313359444,9455,False
732,51.32708379335048,19794,False
733,51.13479279997605,2199,False
734,51.4200419032797,4270,False
735,51.58290909108568,19406,False
736,52.39157239517797,6486,False
737,53.244042046438324,6902,False
738,51.54671438643371,16034,False
739,49.2812212552385,4597,False
740,53.39570951163587,43028,True
741,51.487162806343065,6434,False
742,50.44683706131623,4760,False
743,48.60485107000349,19323,False
744,48.70121792976135,4798,False
745,49.61636918258876,2791,False
746,51.43262473476176,13804,False
747,51.96646699150481,17478,False
748,51.58156344616054,3422,False
749,50.66836232985712,14449,False
750,50.679968022718406,11275,False
751,50.37753947499461,16770,False
752,49.36511853698618,3412,False
753,51.42987273797939,19542,False
754,53.29926564740495,12763,False
755,54.52413932629104,17000,False
756,53.52915822939791,7877,False
757,54.45239891165641,18924,False
758,55.15345735410149,12900,False
759,55.64378248982299,3411,False
760,68.36100385393593,129745,True
761,57.781639784397534,16119,False
762,47.285248371579044,46921,True
763,60.76303451284544,56835,True
764,59.80117520262163,8373,False
765,57.70553466899611,11326,False
766,57.80212339464745,19342,False
767,57.16270485784881,18079,False
768,55.71808909830488,5095,False
769,57.62411746113116,19464,False
770,59.651607247071325,9320,False
771,61.29544324217873,14391,False
772,61.60911147472916,15520,False
773,63.29600883428331,10175,False
774,63.31126903806643,9676,False
775,63.56857755915579,9671,False
776,62.1934604844521,17388,False
777,62.689231307207784,8340,False
778,62.76498799307174,6318,False
779,61.150886528584316,7870,False
780,61.08830359919886,4702,False
781,60.99097034714616,8438,False
782,63.22356208367172,3167,False
783,64.36444060054006,2705,False
784,64.37917587268332,14753,False
785,71.1964460948426,17297,True
786,64.75754497899912,11795,False
787,64.49527329493873,15817,False
788,63.11404922480408,14765,False
789,62.92366703270046,9475,False
790,61.991693002293815,4679,False
791,60.460731093071,18683,False
792,61.082079039563084,16868,False
793,61.56193929212409,12632,False
794,59.400916807445945,2648,False
795,59.255343877196175,1668,False
796,60.44718422149764,6989,False
797,61.74138616439681,3992,False
798,63.021201865431294,17346,False
799,63.07026809754649,4910,False
800,62.01328057320943,6370,False
801,60.683667238234726,19538,False
802,61.10334961036721,16546,False
803,61.568617658972755,5155,False
804,63.17438443171485,8287,False
805,64.57959553960761,10799,False
806,64.40903570483978,13621,False
807,62.826050960295234,18787,False
808,62.42636359917867,17551,False
809,62.69817269682554,19566,False
810,62.44527909231022,1772,False
811,61.7276987576157,5490,False
812,62.04068955017973,11697,False
813,61.41851261061093,1933,False
814,68.57963806811787,31004,True
815,61.03082308541826,3918,False
816,60.542111541265,18725,False
817,60.83840612374044,2203,False
818,61.171741927159395,3819,False
819,59.79348865429694,4707,False
820,59.220747627475326,3823,False
821,60.94839277226548,11802,False
822,59.54818970236679,7922,False
823,57.07994372638445,18336,False
824,54.993549892342045,5955,False
825,55.02557640032533,11207,False
826,55.059611742931935,13541,False
827,54.93025178320284,12893,False
828,56.28049500653663,16131,False
829,53.350926229287325,4835,False
830,53.77507212875627,10641,False
831,55.480897953775255,16211,False
832,54.24349976261534,17397,False
833,53.83302007631332,12737,False
834,53.028483653658796,13385,False
835,52.08840002493407,17418,False
836,51.74961722994051,12872,False
837,53.24834590386857,19028,False
838,55.24149957851804,3424,False
839,54.87158791726391,7610,False
840,57.002600782635035,3131,False
841,57.04317424982962,2721,False
842,59.079396617250914,9966,False
843,58.96925884772497,5292,False
844,59.12402925520708,8735,False
845,59.557779036966,9318,False
846,63.467247866075574,12797,False
847,64.55707412550782,18968,False
848,64.80124643441181,68552,True
849,68.00871687215381,57309,True
850,64.4279611843452,7186,False
851,63.79996967930383,15644,False
852,70.08242602372027,20094,True
853,65.01034779412608,11269,False
854,65.37356503208156,9037,False
855,65.39185286577842,4473,False
856,65.83353370689848,12712,False
857,66.39545844736942,7093,False
858,73.04375864655873,22630,True
859,64.72974104342201,13410,False
860,63.47082703658364,4309,False
861,61.66610331132978,13784,False
862,61.594105498369466,4079,False
863,61.69764712488448,9260,False
864,60.847800515532036,16351,False
865,61.867580954091636,5344,False
866,60.228930297265556,15584,False
867,59.740723983693336,14716,False
868,59.045979202888454,18150,False
869,58.99098900538722,4208,False
870,59.320917802727,14587,False
871,58.137106740066116,18796,False
872,58.98538986117378,15497,False
873,59.05976109213857,4570,False
874,56.86675536052912,16621,False
875,54.682245502484925,3038,False
876,54.668774230111026,12188,False
877,54.42770705396751,10455,False
878,54.31524500953444,11090,False
879,54.28485603426127,10871,False
880,54.53029890686081,1598,False
881,55.57366748207711,10655,False
882,54.3523246560938,18798,False
883,53.093151842999205,9296,False
884,51.9447926918412,6261,False
885,52.2458158880782,19901,False
886,53.56301206832021,2880,False
887,53.102922677967065,10239,False
888,50.5113453207712,10739,False
889,48.818928346821295,10080,False
890,48.01230725354196,18512,False
891,47.47972612033094,9013,False
892,47.093501959587705,19492,False
893,47.12985438677275,2269,False
894,46.83691737259702,14944,False
895,47.83026111544609,12266,False
896,47.1879314747694,5570,False
897,46.3810890052926,5331,False
898,46.827438431084246,14673,False
899,45.41109602336165,13114,False
900,45.766405384897936,12612,False
901,45.860371528826846,1965,False
902,45.72533538000428,12359,False
903,47.20114029591906,19646,False
904,46.61740187443939,1329,False
905,48.57844264936787,9911,False
906,48.35991347847445,10393,False
907,47.14042474388091,18038,False
908,47.20639163182291,6374,False
909,46.201136407295024,10035,False
910,45.511692837866065,14626,False
911,38.94360947248311,8584,True
912,46.38710848076159,16220,False
913,45.813473640995475,16622,False
914,46.72719527229222,14673,False
915,47.82155552328773,13315,False
916,49.21520031870023,15204,False
917,49.73907261219029,15853,False
918,51.1140478143949,18164,False
919,49.22705640008921,9135,False
920,48.91505724491736,9665,False
921,48.0741765592758,13120,False
922,48.18894704295735,4668,False
923,47.641331624615155,17268,False
924,47.483274776911884,15639,False
925,49.30478014433624,12990,False
926,49.13770392120897,6731,False
927,49.546047371769326,7605,False
928,49.31642059281942,9264,False
929,49.39115532973231,13588,False
930,49.39709910330274,15782,False
931,49.84200892664833,13765,False
